event_id,site_id,anomaly_date,classification,confidence,tool_calls_count,total_tokens,summary
EVT-00109,NWSS_ny_1041_Treatment plant_raw wastewater,2024-03-18,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2024-03-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00110,NWSS_ny_1041_Treatment plant_raw wastewater,2024-07-25,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2024-07-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00111,NWSS_or_934_Treatment plant_raw wastewater,2020-10-27,sampling,0.85,7,48424,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2020-10-27 (confidence=0.85, factors=signal_isolation, hospitalization_trend, hydrology_normal)"
EVT-00112,NWSS_or_934_Treatment plant_raw wastewater,2020-11-03,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2020-11-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00113,NWSS_or_934_Treatment plant_raw wastewater,2020-12-29,environmental,0.85,6,43675,"[environmental] NWSS_or_934_Treatment plant_raw wastewater @ 2020-12-29 (confidence=0.85, factors=high_flow_cso_risk, clinical_corroboration, signal_pattern)"
EVT-00114,NWSS_or_934_Treatment plant_raw wastewater,2021-03-08,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-03-08 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00115,NWSS_or_934_Treatment plant_raw wastewater,2021-03-21,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00116,NWSS_or_934_Treatment plant_raw wastewater,2021-05-02,sampling,0.85,6,41052,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-05-02 (confidence=0.85, factors=signal_isolation, clinical_corroboration, hydrological_normalcy, silver_label_agreement)"
EVT-00117,NWSS_or_934_Treatment plant_raw wastewater,2021-07-29,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2021-07-29 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00118,NWSS_or_934_Treatment plant_raw wastewater,2021-08-12,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2021-08-12 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00119,NWSS_or_934_Treatment plant_raw wastewater,2021-09-23,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-09-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00120,NWSS_or_934_Treatment plant_raw wastewater,2021-10-26,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-10-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00121,NWSS_or_934_Treatment plant_raw wastewater,2021-12-20,mixed,1.0,0,0,"[mixed] NWSS_or_934_Treatment plant_raw wastewater @ 2021-12-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00122,NWSS_or_934_Treatment plant_raw wastewater,2022-04-18,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2022-04-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00123,NWSS_or_934_Treatment plant_raw wastewater,2022-05-19,mixed,0.75,6,42843,"[mixed] NWSS_or_934_Treatment plant_raw wastewater @ 2022-05-19 (confidence=0.75, factors=hydrology_high_flow, hospitalization_trend, variant_transition)"
EVT-00124,NWSS_or_934_Treatment plant_raw wastewater,2022-07-19,sampling,0.85,6,41823,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2022-07-19 (confidence=0.85, factors=signal_isolation, clinical_corroboration, environmental_absence, silver_label_alignment)"
EVT-00125,NWSS_or_934_Treatment plant_raw wastewater,2022-10-05,sampling,0.85,6,41901,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2022-10-05 (confidence=0.85, factors=signal_isolation, clinical_corroboration, environmental_factors)"
EVT-00126,NWSS_or_934_Treatment plant_raw wastewater,2022-10-31,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2022-10-31 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00127,NWSS_or_934_Treatment plant_raw wastewater,2022-11-30,sampling,0.75,6,41329,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2022-11-30 (confidence=0.75, factors=signal_pattern, clinical_corroboration, hydrology_context, variant_context)"
EVT-00128,NWSS_or_934_Treatment plant_raw wastewater,2022-12-27,environmental,0.85,7,51701,"[environmental] NWSS_or_934_Treatment plant_raw wastewater @ 2022-12-27 (confidence=0.85, factors=high_flow_dilution, clinical_corroboration_absence, signal_pattern)"
EVT-00129,NWSS_or_934_Treatment plant_raw wastewater,2023-02-13,uncertain,0.65,7,49147,"[uncertain] NWSS_or_934_Treatment plant_raw wastewater @ 2023-02-13 (confidence=0.65, factors=clinical_data_discrepancy, variant_replacement, signal_magnitude, environmental_absence)"
EVT-00130,NWSS_or_934_Treatment plant_raw wastewater,2023-03-05,sampling,0.85,6,40878,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2023-03-05 (confidence=0.85, factors=signal_pattern, clinical_corroboration, environmental_factors, silver_label)"
EVT-00131,NWSS_or_934_Treatment plant_raw wastewater,2023-04-18,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2023-04-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00132,NWSS_or_934_Treatment plant_raw wastewater,2023-08-28,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2023-08-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00133,NWSS_or_934_Treatment plant_raw wastewater,2024-07-10,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2024-07-10 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00134,NWSS_or_934_Treatment plant_raw wastewater,2024-10-01,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2024-10-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00135,NWSS_or_934_Treatment plant_raw wastewater,2025-08-20,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2025-08-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00136,NWSS_pa_1533_Treatment plant_raw wastewater,2023-08-16,epidemic,0.85,7,55113,"[epidemic] NWSS_pa_1533_Treatment plant_raw wastewater @ 2023-08-16 (confidence=0.85, factors=hospitalization_trend, wastewater_signal_trend, variant_dynamics, minor_environmental_influence)"
EVT-00137,NWSS_pa_1533_Treatment plant_raw wastewater,2023-08-23,epidemic,1.0,0,0,"[epidemic] NWSS_pa_1533_Treatment plant_raw wastewater @ 2023-08-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00138,NWSS_pa_1533_Treatment plant_raw wastewater,2023-08-28,epidemic,1.0,0,0,"[epidemic] NWSS_pa_1533_Treatment plant_raw wastewater @ 2023-08-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00139,NWSS_pa_1533_Treatment plant_raw wastewater,2023-12-06,sampling,0.75,7,52005,"[sampling] NWSS_pa_1533_Treatment plant_raw wastewater @ 2023-12-06 (confidence=0.75, factors=signal_isolation, clinical_corroboration, environmental_conditions, regional_corroboration)"
EVT-00140,NWSS_pa_1533_Treatment plant_raw wastewater,2024-03-02,environmental,0.85,6,45874,"[environmental] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-03-02 (confidence=0.85, factors=high_flow_dilution, precipitation, clinical_corroboration)"
EVT-00141,NWSS_pa_1533_Treatment plant_raw wastewater,2024-05-18,sampling,0.85,6,44214,"[sampling] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-05-18 (confidence=0.85, factors=signal_isolation, precipitation_timing, discharge_level, silver_label_consensus)"
EVT-00142,NWSS_pa_1533_Treatment plant_raw wastewater,2024-07-20,uncertain,0.65,7,54508,"[uncertain] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-07-20 (confidence=0.65, factors=signal_pattern, environmental_conditions, clinical_corroboration, variant_dynamics)"
EVT-00143,NWSS_pa_1533_Treatment plant_raw wastewater,2024-07-24,uncertain,0.65,6,45251,"[uncertain] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-07-24 (confidence=0.65, factors=sustained_signal_trend, variant_activity, environmental_factors)"
EVT-00144,NWSS_pa_1533_Treatment plant_raw wastewater,2024-08-31,epidemic,0.75,7,54158,"[epidemic] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-08-31 (confidence=0.75, factors=sustained_signal_elevation, trend_detection, absence_of_environmental_confounders, variant_increase)"
EVT-00145,NWSS_pa_1533_Treatment plant_raw wastewater,2024-09-04,sampling,0.85,7,51983,"[sampling] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-09-04 (confidence=0.85, factors=isolated_single_day_spike, no_environmental_confounders, silver_label_alignment, no_epidemic_corroboration)"
EVT-00146,NWSS_pa_1533_Treatment plant_raw wastewater,2024-09-30,environmental,1.0,0,0,"[environmental] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-09-30 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00147,NWSS_pa_1533_Treatment plant_raw wastewater,2024-11-04,sampling,0.85,6,43938,"[sampling] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-11-04 (confidence=0.85, factors=signal_pattern, weather_conditions, hydrology, silver_label_agreement)"
EVT-00148,NWSS_pa_1533_Treatment plant_raw wastewater,2024-12-28,uncertain,0.6,8,63203,"[uncertain] NWSS_pa_1533_Treatment plant_raw wastewater @ 2024-12-28 (confidence=0.60, factors=sustained_signal_elevation, lack_environmental_explanation, missing_clinical_corroboration, silver_label_prior)"
EVT-00149,NWSS_pa_1533_Treatment plant_raw wastewater,2025-04-16,sampling,0.75,6,43470,"[sampling] NWSS_pa_1533_Treatment plant_raw wastewater @ 2025-04-16 (confidence=0.75, factors=signal_pattern, weather, hydrology, silver_label)"
EVT-00150,NWSS_pa_1533_Treatment plant_raw wastewater,2025-05-24,environmental,0.85,7,55871,"[environmental] NWSS_pa_1533_Treatment plant_raw wastewater @ 2025-05-24 (confidence=0.85, factors=rainfall_dilution, high_flow_dilution, signal_pattern)"
EVT-00151,NWSS_tx_3001_Treatment plant_raw wastewater,2023-07-26,mixed,0.75,7,46355,"[mixed] NWSS_tx_3001_Treatment plant_raw wastewater @ 2023-07-26 (confidence=0.75, factors=hospitalization_trend, variant_shift, sampling_anomaly, silver_label)"
EVT-00152,NWSS_tx_3001_Treatment plant_raw wastewater,2024-03-27,sampling,1.0,0,0,"[sampling] NWSS_tx_3001_Treatment plant_raw wastewater @ 2024-03-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00153,NWSS_tx_3001_Treatment plant_raw wastewater,2024-06-03,sampling,1.0,0,0,"[sampling] NWSS_tx_3001_Treatment plant_raw wastewater @ 2024-06-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00154,NWSS_tx_3001_Treatment plant_raw wastewater,2024-10-28,sampling,1.0,0,0,"[sampling] NWSS_tx_3001_Treatment plant_raw wastewater @ 2024-10-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00155,NWSS_tx_3001_Treatment plant_raw wastewater,2024-12-20,sampling,1.0,0,0,"[sampling] NWSS_tx_3001_Treatment plant_raw wastewater @ 2024-12-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00156,NWSS_wa_759_Treatment plant_raw wastewater,2023-10-25,sampling,0.85,6,38160,"[sampling] NWSS_wa_759_Treatment plant_raw wastewater @ 2023-10-25 (confidence=0.85, factors=signal_isolation, clinical_corroboration, silver_label_agreement, regional_corroboration)"
EVT-00157,NWSS_wa_759_Treatment plant_raw wastewater,2024-06-14,sampling,0.85,7,45597,"[sampling] NWSS_wa_759_Treatment plant_raw wastewater @ 2024-06-14 (confidence=0.85, factors=signal_pattern, clinical_corroboration, environmental_factors, regional_corroboration)"
EVT-00158,NWSS_wa_759_Treatment plant_raw wastewater,2024-06-26,sampling,0.85,6,38131,"[sampling] NWSS_wa_759_Treatment plant_raw wastewater @ 2024-06-26 (confidence=0.85, factors=signal_isolation, duration, silver_label_agreement, environmental_absence)"
EVT-00159,NWSS_wa_759_Treatment plant_raw wastewater,2024-08-14,sampling,1.0,0,0,"[sampling] NWSS_wa_759_Treatment plant_raw wastewater @ 2024-08-14 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00160,NWSS_wa_759_Treatment plant_raw wastewater,2024-10-07,sampling,1.0,0,0,"[sampling] NWSS_wa_759_Treatment plant_raw wastewater @ 2024-10-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00161,NWSS_wa_759_Treatment plant_raw wastewater,2025-08-08,sampling,0.85,6,37937,"[sampling] NWSS_wa_759_Treatment plant_raw wastewater @ 2025-08-08 (confidence=0.85, factors=signal_isolation, silver_label_consensus, lack_of_environmental_evidence, lack_of_epidemic_evidence)"
EVT-00162,NWSS_wi_231_Treatment plant_raw wastewater,2022-02-03,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-02-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00163,NWSS_wi_231_Treatment plant_raw wastewater,2022-03-10,sampling,0.85,6,42978,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-03-10 (confidence=0.85, factors=signal_pattern, clinical_corroboration, environmental_factors, variant_dynamics)"
EVT-00164,NWSS_wi_231_Treatment plant_raw wastewater,2022-05-18,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-05-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00165,NWSS_wi_231_Treatment plant_raw wastewater,2022-07-21,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-07-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00166,NWSS_wi_231_Treatment plant_raw wastewater,2022-08-15,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-08-15 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00167,NWSS_wi_231_Treatment plant_raw wastewater,2022-09-19,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-09-19 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00168,NWSS_wi_231_Treatment plant_raw wastewater,2022-10-27,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-10-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00169,NWSS_wi_231_Treatment plant_raw wastewater,2022-11-09,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-11-09 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00170,NWSS_wi_231_Treatment plant_raw wastewater,2022-11-19,uncertain,0.65,6,43681,"[uncertain] NWSS_wi_231_Treatment plant_raw wastewater @ 2022-11-19 (confidence=0.65, factors=signal_pattern, hospitalization_trend, hydrology, variant_dynamics)"
EVT-00171,NWSS_wi_231_Treatment plant_raw wastewater,2023-04-17,environmental,0.85,6,46147,"[environmental] NWSS_wi_231_Treatment plant_raw wastewater @ 2023-04-17 (confidence=0.85, factors=high_discharge_dilution, seasonal_snowmelt, clinical_corroboration_absence, signal_pattern)"
EVT-00172,NWSS_wi_231_Treatment plant_raw wastewater,2023-04-27,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2023-04-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00173,NWSS_wi_231_Treatment plant_raw wastewater,2023-07-16,sampling,0.75,7,52597,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2023-07-16 (confidence=0.75, factors=signal_isolation, clinical_corroboration, environmental_absence)"
EVT-00174,NWSS_wi_231_Treatment plant_raw wastewater,2023-07-22,epidemic,1.0,0,0,"[epidemic] NWSS_wi_231_Treatment plant_raw wastewater @ 2023-07-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00175,NWSS_wi_231_Treatment plant_raw wastewater,2023-07-27,epidemic,1.0,0,0,"[epidemic] NWSS_wi_231_Treatment plant_raw wastewater @ 2023-07-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00176,NWSS_wi_231_Treatment plant_raw wastewater,2023-09-11,epidemic,1.0,0,0,"[epidemic] NWSS_wi_231_Treatment plant_raw wastewater @ 2023-09-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00177,NWSS_wi_231_Treatment plant_raw wastewater,2023-11-06,epidemic,0.85,6,42231,"[epidemic] NWSS_wi_231_Treatment plant_raw wastewater @ 2023-11-06 (confidence=0.85, factors=hospitalization_trend, wastewater_signal_trend, silver_label_consensus, environmental_absence)"
EVT-00178,NWSS_wi_231_Treatment plant_raw wastewater,2024-01-29,sampling,0.85,6,42977,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2024-01-29 (confidence=0.85, factors=signal_isolation, clinical_corroboration, environmental_absence)"
EVT-00179,NWSS_wi_231_Treatment plant_raw wastewater,2024-04-22,environmental,0.85,6,45199,"[environmental] NWSS_wi_231_Treatment plant_raw wastewater @ 2024-04-22 (confidence=0.85, factors=high_flow_discharge, precipitation, clinical_corroboration, signal_pattern)"
EVT-00180,NWSS_wi_231_Treatment plant_raw wastewater,2024-07-18,uncertain,0.65,6,45245,"[uncertain] NWSS_wi_231_Treatment plant_raw wastewater @ 2024-07-18 (confidence=0.65, factors=hydrology_high_flow, heavy_precipitation, signal_trend, data_gaps)"
EVT-00181,NWSS_wi_231_Treatment plant_raw wastewater,2024-09-19,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2024-09-19 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00182,NWSS_wi_231_Treatment plant_raw wastewater,2024-10-01,uncertain,0.65,6,42852,"[uncertain] NWSS_wi_231_Treatment plant_raw wastewater @ 2024-10-01 (confidence=0.65, factors=signal_pattern, clinical_data_gap, environmental_absence, silver_label_prior)"
EVT-00183,NWSS_wi_231_Treatment plant_raw wastewater,2024-10-31,environmental,1.0,0,0,"[environmental] NWSS_wi_231_Treatment plant_raw wastewater @ 2024-10-31 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00184,NWSS_wi_231_Treatment plant_raw wastewater,2024-12-04,mixed,0.75,7,53375,"[mixed] NWSS_wi_231_Treatment plant_raw wastewater @ 2024-12-04 (confidence=0.75, factors=high_flow_cso_risk, variant_shift, sustained_signal_increase)"
EVT-00185,NWSS_wi_231_Treatment plant_raw wastewater,2025-01-13,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2025-01-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00186,NWSS_wi_231_Treatment plant_raw wastewater,2025-01-28,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2025-01-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00187,NWSS_wi_231_Treatment plant_raw wastewater,2025-04-21,uncertain,0.65,7,51165,"[uncertain] NWSS_wi_231_Treatment plant_raw wastewater @ 2025-04-21 (confidence=0.65, factors=signal_volatility, detection_methods, environmental_context, data_gaps)"
EVT-00188,NWSS_wi_231_Treatment plant_raw wastewater,2025-05-03,environmental,1.0,0,0,"[environmental] NWSS_wi_231_Treatment plant_raw wastewater @ 2025-05-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00189,NWSS_wi_231_Treatment plant_raw wastewater,2025-05-15,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2025-05-15 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00190,NWSS_wi_231_Treatment plant_raw wastewater,2025-06-23,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2025-06-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00191,NWSS_wi_231_Treatment plant_raw wastewater,2025-07-17,environmental,1.0,0,0,"[environmental] NWSS_wi_231_Treatment plant_raw wastewater @ 2025-07-17 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00192,NWSS_wi_231_Treatment plant_raw wastewater,2025-07-29,sampling,1.0,0,0,"[sampling] NWSS_wi_231_Treatment plant_raw wastewater @ 2025-07-29 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00193,NWSS_wy_2628_Treatment plant_raw wastewater,2023-09-13,epidemic,0.75,7,44675,"[epidemic] NWSS_wy_2628_Treatment plant_raw wastewater @ 2023-09-13 (confidence=0.75, factors=silver_label_consensus, sustained_signal_increase, hospitalization_stability, no_environmental_confounders)"
EVT-00194,NWSS_wy_2628_Treatment plant_raw wastewater,2024-01-02,sampling,0.85,6,38068,"[sampling] NWSS_wy_2628_Treatment plant_raw wastewater @ 2024-01-02 (confidence=0.85, factors=signal_isolation, clinical_corroboration, silver_label_consensus, environmental_absence)"
EVT-00195,NWSS_wy_2628_Treatment plant_raw wastewater,2024-03-06,epidemic,0.75,7,44713,"[epidemic] NWSS_wy_2628_Treatment plant_raw wastewater @ 2024-03-06 (confidence=0.75, factors=seasonal_snowmelt_dilution, clinical_corroboration, signal_direction)"
EVT-00196,NWSS_wy_2628_Treatment plant_raw wastewater,2024-03-12,uncertain,0.6,6,37670,"[uncertain] NWSS_wy_2628_Treatment plant_raw wastewater @ 2024-03-12 (confidence=0.60, factors=sustained_signal_drop, clinical_corroboration, seasonal_context, variant_stability)"
EVT-00197,NWSS_wy_2628_Treatment plant_raw wastewater,2025-03-26,uncertain,0.65,6,37215,"[uncertain] NWSS_wy_2628_Treatment plant_raw wastewater @ 2025-03-26 (confidence=0.65, factors=signal_pattern, missing_clinical_data, missing_environmental_data, variant_timing)"
EVT-00198,NWSS_wy_2628_Treatment plant_raw wastewater,2025-06-11,uncertain,0.6,6,37634,"[uncertain] NWSS_wy_2628_Treatment plant_raw wastewater @ 2025-06-11 (confidence=0.60, factors=isolated_single_day_spike, missing_clinical_data, no_environmental_indicators, silver_label_prior)"
EVT-00199,NWSS_wy_2628_Treatment plant_raw wastewater,2025-07-30,sampling,1.0,0,0,"[sampling] NWSS_wy_2628_Treatment plant_raw wastewater @ 2025-07-30 (confidence=1.00, factors=silver_label_passthrough)"
